appixanu appu(V24)+ixa_u_PAST+anu_a_3SM   
appixavaralliye appu(V4)+ixa_u_PRP+ixavaru_ixa_LOC+ralliye_ru_RIS
appixavarigoskara appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskara_ru_3P
appixavarigoskaravA appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskaravA_ru_INTR
appixavarigoskaravU appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskaravU_ru_INCL
appixavarigoskaravo appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskaravo_ru_DUB
appixavarigoskaravo appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskaravo_ru_INDF
appixavarigoskaravo appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskaravo_ru_PRES
appixavarigoskarave appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskarave_ru_IMPH
appixavarigoskarave appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskarave_ru_DECL
appixavarigoskarave appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskarave_ru_RIS
appixavarigoskara appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskara_ru_3P
appixavarigoskaravA appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskaravA_ru_INTR
appixavarigoskaravU appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskaravU_ru_INCL
appixavarigoskaravo appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskaravo_ru_DUB
appixavarigoskaravo appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskaravo_ru_INDF
appixavarigoskaravo appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskaravo_ru_PRES
appixavarigoskarave appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskarave_ru_IMPH
appixavarigoskarave appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskarave_ru_DECL
appixavarigoskarave appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskarave_ru_RIS
appixavarigAgi appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgi_ru_3P
appixavarigAgiyA appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyA_ru_INTR
appixavarigAgiyU appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyU_ru_INCL
appixavarigAgiyo appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyo_ru_DUB
appixavarigAgiyo appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyo_ru_INDF
appixavarigAgiyo appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyo_ru_PRES
appixavarigAgiye appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiye_ru_IMPH
appixavarigAgiye appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiye_ru_DECL
appixavarigAgiye appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiye_ru_RIS
appixavarigAgi appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigAgi_ru_3P
appixavarigAgiyA appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyA_ru_INTR
appixavarigAgiyU appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyU_ru_INCL
appixavarigAgiyo appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyo_ru_DUB
appixavarigAgiyo appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyo_ru_INDF
appixavarigAgiyo appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyo_ru_PRES
appixavarigAgiye appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiye_ru_IMPH
appixavarigAgiye appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiye_ru_DECL
appixavarigAgiye appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiye_ru_RIS
appixavarigosuga appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosuga_ru_3P
appixavarigosugavA appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugavA_ru_INTR
appixavarigosugavU appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugavU_ru_INCL
appixavarigosugavo appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugavo_ru_DUB
appixavarigosugavo appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugavo_ru_INDF
appixavarigosugavo appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugavo_ru_PRES
appixavarigosugave appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugave_ru_IMPH
appixavarigosugave appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugave_ru_DECL
appixavarigosugave appu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugave_ru_RIS
appixavarigosuga appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosuga_ru_3P
appixavarigosugavA appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugavA_ru_INTR
appixavarigosugavU appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugavU_ru_INCL
appixavarigosugavo appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugavo_ru_DUB
appixavarigosugavo appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugavo_ru_INDF
appixavarigosugavo appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugavo_ru_PRES
appixavarigosugave appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugave_ru_IMPH
appixavarigosugave appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugave_ru_DECL
appixavarigosugave appu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugave_ru_RIS
appixavarigiMwa appu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwa_ru_3P
appixavarigiMwalA appu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwalA_ru_INTR
appixavarigiMwalU appu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwalU_ru_INCL
appixavarigiMwalo appu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwalo_ru_DUB
appixavarigiMwalo appu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwalo_ru_INDF
appixavarigiMwalo appu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwalo_ru_PRES
appixavarigiMwale appu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwale_ru_IMPH
appixavarigiMwale appu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwale_ru_DECL
appixavarigiMwale appu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwale_ru_RIS
appixavaraxeV appu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeV_ru_3P
appixavaraxeVyA appu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVyA_ru_INTR
appixavaraxeVyU appu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVyU_ru_INCL
appixavaraxeVyo appu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVyo_ru_DUB
appixavaraxeVyo appu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVyo_ru_INDF
appixavaraxeVyo appu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVyo_ru_PRES
appixavaraxeVye appu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVye_ru_IMPH
appixavaraxeVye appu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVye_ru_DECL
appixavaraxeVye appu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVye_ru_RIS
appixavaroVdaneV appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneV_ru_3P
appixavaroVdaneVyA appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVyA_ru_INTR
appixavaroVdaneVyU appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVyU_ru_INCL
appixavaroVdaneVyo appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVyo_ru_DUB
appixavaroVdaneVyo appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVyo_ru_INDF
appixavaroVdaneVyo appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVyo_ru_PRES
appixavaroVdaneVye appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVye_ru_IMPH
appixavaroVdaneVye appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVye_ru_DECL
appixavaroVdaneVye appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVye_ru_RIS
appixavaroVMxigeV  appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeV_ru_3P
appixavaroVMxigeVyA appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVyA_ru_INTR
appixavaroVMxigeVyU appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVyU_ru_INCL
appixavaroVMxigeVyo appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVyo_ru_DUB
appixavaroVMxigeVyo appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVyo_ru_INDF
appixavaroVMxigeVyo appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVyo_ru_PRES
appixavaroVMxigeVye appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVye_ru_IMPH
appixavaroVMxigeVye appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVye_ru_DECL
appixavaroVMxigeVye appu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVye_ru_RIS
appixaMweVyA appu(V4)+ixa_u_SIM+ixaMweVyA_ixa_INTR
appixaMweVyU appu(V4)+ixa_u_SIM+ixaMweVyU_ixa_INCL
appixaMweVyo appu(V4)+ixa_u_SIM+ixaMweVyo_ixa_DUB
appixaMweVyo appu(V4)+ixa_u_SIM+ixaMweVyo_ixa_INDF
appixaMweVyo appu(V4)+ixa_u_SIM+ixaMweVyo_ixa_PRES
appixaMweVye appu(V4)+ixa_u_SIM+ixaMweVye_ixa_IMPH
appixaMweVye appu(V4)+ixa_u_SIM+ixaMweVye_ixa_DECL
appixaMweVye appu(V4)+ixa_u_SIM+ixaMweVye_ixa_RIS







