noVMxanu noyu(V17)+noVMxa_noyu_PAST+anu_a_3SM   
noVMxavalYigAgiyo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_BEN+lYigAgiyo_lYu_PRES
noVMxavalYigAgiye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_BEN+lYigAgiye_lYu_IMPH
noVMxavalYigAgiye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_BEN+lYigAgiye_lYu_DECL
noVMxavalYigAgiye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_BEN+lYigAgiye_lYu_RIS
noVMxavalYigAgi noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigAgi_lYu_3SF
noVMxavalYigAgiyA noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigAgiyA_lYu_INTR
noVMxavalYigAgiyU noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigAgiyU_lYu_INCL
noVMxavalYigAgiyo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigAgiyo_lYu_DUB
noVMxavalYigAgiyo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigAgiyo_lYu_INDF
noVMxavalYigAgiyo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigAgiyo_lYu_PRES
noVMxavalYigAgiye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigAgiye_lYu_IMPH
noVMxavalYigAgiye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigAgiye_lYu_DECL
noVMxavalYigAgiye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigAgiye_lYu_RIS
noVMxavalYigosuga noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_BEN+lYigosuga_lYu_3SF
noVMxavalYigosugavA noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_BEN+lYigosugavA_lYu_INTR
noVMxavalYigosugavU noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_BEN+lYigosugavU_lYu_INCL
noVMxavalYigosugavo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_BEN+lYigosugavo_lYu_DUB
noVMxavalYigosugavo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_BEN+lYigosugavo_lYu_INDF
noVMxavalYigosugavo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_BEN+lYigosugavo_lYu_PRES
noVMxavalYigosugave noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_BEN+lYigosugave_lYu_IMPH
noVMxavalYigosugave noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_BEN+lYigosugave_lYu_DECL
noVMxavalYigosugave noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_BEN+lYigosugave_lYu_RIS
noVMxavalYigosuga noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigosuga_lYu_3SF
noVMxavalYigosugavA noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigosugavA_lYu_INTR
noVMxavalYigosugavU noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigosugavU_lYu_INCL
noVMxavalYigosugavo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigosugavo_lYu_DUB
noVMxavalYigosugavo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigosugavo_lYu_INDF
noVMxavalYigosugavo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigosugavo_lYu_PRES
noVMxavalYigosugave noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigosugave_lYu_IMPH
noVMxavalYigosugave noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigosugave_lYu_DECL
noVMxavalYigosugave noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_PUR+lYigosugave_lYu_RIS
noVMxavalYiginoVMxa noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_COMP+lYiginoVMxa_lYu_3SF
noVMxavalYiginoVMxalA noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_COMP+lYiginoVMxalA_lYu_INTR
noVMxavalYiginoVMxalU noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_COMP+lYiginoVMxalU_lYu_INCL
noVMxavalYiginoVMxalo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_COMP+lYiginoVMxalo_lYu_DUB
noVMxavalYiginoVMxalo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_COMP+lYiginoVMxalo_lYu_INDF
noVMxavalYiginoVMxalo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_COMP+lYiginoVMxalo_lYu_PRES
noVMxavalYiginoVMxale noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_COMP+lYiginoVMxale_lYu_IMPH
noVMxavalYiginoVMxale noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_COMP+lYiginoVMxale_lYu_DECL
noVMxavalYiginoVMxale noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_COMP+lYiginoVMxale_lYu_RIS
noVMxavalYnoVMxeV noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SIM+lYnoVMxeV_lYu_3SF
noVMxavalYaxeVyA noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SIM+lYaxeVyA_lYu_INTR
noVMxavalYaxeVyU noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SIM+lYaxeVyU_lYu_INCL
noVMxavalYaxeVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SIM+lYaxeVyo_lYu_DUB
noVMxavalYaxeVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SIM+lYaxeVyo_lYu_INDF
noVMxavalYaxeVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SIM+lYaxeVyo_lYu_PRES
noVMxavalYxeVye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SIM+lYxeVye_lYu_IMPH
noVMxavalYxeVye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SIM+lYxeVye_lYu_DECL
noVMxavalYxeVye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SIM+lYxeVye_lYu_RIS
noVMxavalYoVdaneV noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVdaneV_lYu_3SF
noVMxavalYoVdaneVyA noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVdaneVyA_lYu_INTR
noVMxavalYoVdaneVyU noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVdaneVyU_lYu_INCL
noVMxavalYoVdaneVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVdaneVyo_lYu_DUB
noVMxavalYoVdaneVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVdaneVyo_lYu_INDF
noVMxavalYoVdaneVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVdaneVyo_lYu_PRES
noVMxavalYoVdaneVye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVdaneVye_lYu_IMPH
noVMxavalYoVdaneVye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVdaneVye_lYu_DECL
noVMxavalYoVdaneVye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVdaneVye_lYu_RIS
noVMxavalYoVMxigeV  noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVMxigeV_lYu_3SF
noVMxavalYoVMxigeVyA noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVMxigeVyA_lYu_INTR
noVMxavalYoVMxigeVyU noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVMxigeVyU_lYu_INCL
noVMxavalYoVMxigeVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVMxigeVyo_lYu_DUB
noVMxavalYoVMxigeVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVMxigeVyo_lYu_INDF
noVMxavalYoVMxigeVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVMxigeVyo_lYu_PRES
noVMxavalYoVMxigeVye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVMxigeVye_lYu_IMPH
noVMxavalYoVMxigeVye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVMxigeVye_lYu_DECL
noVMxavalYoVMxigeVye noyu(V4)+noVMxa_noyu_PRP+noVMxavalYu_noVMxa_SOC+lYoVMxigeVye_lYu_RIS
noVMxavarannu noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_ACC+rannu_ru_3P
noVMxavarinoVMxalA noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_INS+rinoVMxalA_ru_INTR
noVMxavarinoVMxalU noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_INS+rinoVMxalU_ru_INCL
noVMxavarinoVMxalo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_INS+rinoVMxalo_ru_DUB
noVMxavarinoVMxalo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_INS+rinoVMxalo_ru_INDF
noVMxavarinoVMxalo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_INS+rinoVMxalo_ru_PRES
noVMxavarinoVMxale noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_INS+rinoVMxale_ru_IMPH
noVMxavarinoVMxale noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_INS+rinoVMxale_ru_DECL
noVMxavarinoVMxale noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_INS+rinoVMxale_ru_RIS
noVMxavarigeV noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_DAT+rigeV_ru_3P
noVMxavarigeVyA noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_DAT+rigeVyA_ru_INTR
noVMxavarigeVyU noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_DAT+rigeVyU_ru_INCL
noVMxavarigeVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_DAT+rigeVyo_ru_DUB
noVMxavarigeVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_DAT+rigeVyo_ru_INDF
noVMxavarigeVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_DAT+rigeVyo_ru_PRES
noVMxavarigeVye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_DAT+rigeVye_ru_IMPH
noVMxavarigeVye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_DAT+rigeVye_ru_DECL
noVMxavarigeVye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_DAT+rigeVye_ru_RIS
noVMxavarinoVMxa  noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_ABL+rinoVMxa_ru_3P
noVMxavarinoVMxalA noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_ABL+rinoVMxalA_ru_INTR
noVMxavarinoVMxalU noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_ABL+rinoVMxalU_ru_INCL
noVMxavarinoVMxalo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_ABL+rinoVMxalo_ru_DUB
noVMxavarinoVMxalo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_ABL+rinoVMxalo_ru_INDF
noVMxavarinoVMxalo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_ABL+rinoVMxalo_ru_PRES
noVMxavarinoVMxale noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_ABL+rinoVMxale_ru_IMPH
noVMxavarinoVMxale noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_ABL+rinoVMxale_ru_DECL
noVMxavarinoVMxale noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_ABL+rinoVMxale_ru_RIS
noVMxavara noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_GEN+ra_ru_3P
noVMxavaralli noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_LOC+ralli_ru_3P
noVMxavaralliyA noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_LOC+ralliyA_ru_INTR
noVMxavaralliyU noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_LOC+ralliyU_ru_INCL
noVMxavaralliyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_LOC+ralliyo_ru_DUB
noVMxavaralliyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_LOC+ralliyo_ru_INDF
noVMxavaralliyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_LOC+ralliyo_ru_PRES
noVMxavaralliye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_LOC+ralliye_ru_IMPH
noVMxavaralliye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_LOC+ralliye_ru_DECL
noVMxavaralliye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_LOC+ralliye_ru_RIS
noVMxavarigoskara noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigoskara_ru_3P
noVMxavarigoskaravA noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigoskaravA_ru_INTR
noVMxavarigoskaravU noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigoskaravU_ru_INCL
noVMxavarigoskaravo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigoskaravo_ru_DUB
noVMxavarigoskaravo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigoskaravo_ru_INDF
noVMxavarigoskaravo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigoskaravo_ru_PRES
noVMxavarigoskarave noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigoskarave_ru_IMPH
noVMxavarigoskarave noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigoskarave_ru_DECL
noVMxavarigoskarave noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigoskarave_ru_RIS
noVMxavarigoskara noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigoskara_ru_3P
noVMxavarigoskaravA noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigoskaravA_ru_INTR
noVMxavarigoskaravU noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigoskaravU_ru_INCL
noVMxavarigoskaravo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigoskaravo_ru_DUB
noVMxavarigoskaravo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigoskaravo_ru_INDF
noVMxavarigoskaravo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigoskaravo_ru_PRES
noVMxavarigoskarave noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigoskarave_ru_IMPH
noVMxavarigoskarave noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigoskarave_ru_DECL
noVMxavarigoskarave noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigoskarave_ru_RIS
noVMxavarigAgi noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgi_ru_3P
noVMxavarigAgiyA noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiyA_ru_INTR
noVMxavarigAgiyU noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiyU_ru_INCL
noVMxavarigAgiyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiyo_ru_DUB
noVMxavarigAgiyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiyo_ru_INDF
noVMxavarigAgiyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiyo_ru_PRES
noVMxavarigAgiye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiye_ru_IMPH
noVMxavarigAgiye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiye_ru_DECL
noVMxavarigAgiye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiye_ru_RIS
noVMxavarigAgi noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigAgi_ru_3P
noVMxavarigAgiyA noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiyA_ru_INTR
noVMxavarigAgiyU noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiyU_ru_INCL
noVMxavarigAgiyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiyo_ru_DUB
noVMxavarigAgiyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiyo_ru_INDF
noVMxavarigAgiyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiyo_ru_PRES
noVMxavarigAgiye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiye_ru_IMPH
noVMxavarigAgiye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiye_ru_DECL
noVMxavarigAgiye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigAgiye_ru_RIS
noVMxavarigosuga noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigosuga_ru_3P
noVMxavarigosugavA noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigosugavA_ru_INTR
noVMxavarigosugavU noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigosugavU_ru_INCL
noVMxavarigosugavo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigosugavo_ru_DUB
noVMxavarigosugavo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigosugavo_ru_INDF
noVMxavarigosugavo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigosugavo_ru_PRES
noVMxavarigosugave noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigosugave_ru_IMPH
noVMxavarigosugave noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigosugave_ru_DECL
noVMxavarigosugave noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_BEN+rigosugave_ru_RIS
noVMxavarigosuga noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigosuga_ru_3P
noVMxavarigosugavA noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigosugavA_ru_INTR
noVMxavarigosugavU noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigosugavU_ru_INCL
noVMxavarigosugavo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigosugavo_ru_DUB
noVMxavarigosugavo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigosugavo_ru_INDF
noVMxavarigosugavo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigosugavo_ru_PRES
noVMxavarigosugave noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigosugave_ru_IMPH
noVMxavarigosugave noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigosugave_ru_DECL
noVMxavarigosugave noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_PUR+rigosugave_ru_RIS
noVMxavariginoVMxa noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_COMP+riginoVMxa_ru_3P
noVMxavariginoVMxalA noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_COMP+riginoVMxalA_ru_INTR
noVMxavariginoVMxalU noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_COMP+riginoVMxalU_ru_INCL
noVMxavariginoVMxalo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_COMP+riginoVMxalo_ru_DUB
noVMxavariginoVMxalo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_COMP+riginoVMxalo_ru_INDF
noVMxavariginoVMxalo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_COMP+riginoVMxalo_ru_PRES
noVMxavariginoVMxale noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_COMP+riginoVMxale_ru_IMPH
noVMxavariginoVMxale noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_COMP+riginoVMxale_ru_DECL
noVMxavariginoVMxale noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_COMP+riginoVMxale_ru_RIS
noVMxavaraxeV noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SIM+raxeV_ru_3P
noVMxavaraxeVyA noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SIM+raxeVyA_ru_INTR
noVMxavaraxeVyU noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SIM+raxeVyU_ru_INCL
noVMxavaraxeVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SIM+raxeVyo_ru_DUB
noVMxavaraxeVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SIM+raxeVyo_ru_INDF
noVMxavaraxeVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SIM+raxeVyo_ru_PRES
noVMxavaraxeVye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SIM+raxeVye_ru_IMPH
noVMxavaraxeVye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SIM+raxeVye_ru_DECL
noVMxavaraxeVye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SIM+raxeVye_ru_RIS
noVMxavaroVdaneV noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SOC+roVdaneV_ru_3P
noVMxavaroVdaneVyA noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SOC+roVdaneVyA_ru_INTR
noVMxavaroVdaneVyU noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SOC+roVdaneVyU_ru_INCL
noVMxavaroVdaneVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SOC+roVdaneVyo_ru_DUB
noVMxavaroVdaneVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SOC+roVdaneVyo_ru_INDF
noVMxavaroVdaneVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SOC+roVdaneVyo_ru_PRES
noVMxavaroVdaneVye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SOC+roVdaneVye_ru_IMPH
noVMxavaroVdaneVye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SOC+roVdaneVye_ru_DECL
noVMxavaroVdaneVye noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SOC+roVdaneVye_ru_RIS
noVMxavaroVMxigeV  noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SOC+roVMxigeV_ru_3P
noVMxavaroVMxigeVyA noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SOC+roVMxigeVyA_ru_INTR
noVMxavaroVMxigeVyU noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SOC+roVMxigeVyU_ru_INCL
noVMxavaroVMxigeVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SOC+roVMxigeVyo_ru_DUB
noVMxavaroVMxigeVyo noyu(V4)+noVMxa_noyu_PRP+noVMxavaru_noVMxa_SOC+roVMxigeVyo_ru_INDF
noVMxaMweVyA noyu(V4)+noVMxa_noyu_SIM+noVMxaMweVyA_noVMxa_INTR
noVMxaMweVyU noyu(V4)+noVMxa_noyu_SIM+noVMxaMweVyU_noVMxa_INCL
noVMxaMweVyo noyu(V4)+noVMxa_noyu_SIM+noVMxaMweVyo_noVMxa_DUB
noVMxaMweVyo noyu(V4)+noVMxa_noyu_SIM+noVMxaMweVyo_noVMxa_INDF
noVMxaMweVyo noyu(V4)+noVMxa_noyu_SIM+noVMxaMweVyo_noVMxa_PRES
noVMxaMweVye noyu(V4)+noVMxa_noyu_SIM+noVMxaMweVye_noVMxa_IMPH
noVMxaMweVye noyu(V4)+noVMxa_noyu_SIM+noVMxaMweVye_noVMxa_DECL
noVMxaMweVye noyu(V4)+noVMxa_noyu_SIM+noVMxaMweVye_noVMxa_RIS







