kadixanu kadi(V18)+xa_#_PAST+anu_a_3SM   
kadixayuvalYigeVye kadi(V4)+xa_#_PRP+xayuvalYu_xa_DAT+lYigeVye_lYu_RIS
kadixayuvalYiMxa  kadi(V4)+xa_#_PRP+xayuvalYu_xa_ABL+lYiMxa_lYu_3SF
kadixayuvalYiMxalA kadi(V4)+xa_#_PRP+xayuvalYu_xa_ABL+lYiMxalA_lYu_INTR
kadixayuvalYiMxalU kadi(V4)+xa_#_PRP+xayuvalYu_xa_ABL+lYiMxalU_lYu_INCL
kadixayuvalYiMxalo kadi(V4)+xa_#_PRP+xayuvalYu_xa_ABL+lYiMxalo_lYu_DUB
kadixayuvalYiMxalo kadi(V4)+xa_#_PRP+xayuvalYu_xa_ABL+lYiMxalo_lYu_INDF
kadixayuvalYiMxalo kadi(V4)+xa_#_PRP+xayuvalYu_xa_ABL+lYiMxalo_lYu_PRES
kadixayuvalYiMxale kadi(V4)+xa_#_PRP+xayuvalYu_xa_ABL+lYiMxale_lYu_IMPH
kadixayuvalYiMxale kadi(V4)+xa_#_PRP+xayuvalYu_xa_ABL+lYiMxale_lYu_DECL
kadixayuvalYiMxale kadi(V4)+xa_#_PRP+xayuvalYu_xa_ABL+lYiMxale_lYu_RIS
kadixayuvalYa kadi(V4)+xa_#_PRP+xayuvalYu_xa_GEN+lYa_lYu_3SF
kadixayuvalYalli kadi(V4)+xa_#_PRP+xayuvalYu_xa_LOC+lYalli_lYu_3SF
kadixayuvalYalliyA kadi(V4)+xa_#_PRP+xayuvalYu_xa_LOC+lYalliyA_lYu_INTR
kadixayuvalYalliyU kadi(V4)+xa_#_PRP+xayuvalYu_xa_LOC+lYalliyU_lYu_INCL
kadixayuvalYalliyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_LOC+lYalliyo_lYu_DUB
kadixayuvalYalliyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_LOC+lYalliyo_lYu_INDF
kadixayuvalYalliyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_LOC+lYalliyo_lYu_PRES
kadixayuvalYalliye kadi(V4)+xa_#_PRP+xayuvalYu_xa_LOC+lYalliye_lYu_IMPH
kadixayuvalYalliye kadi(V4)+xa_#_PRP+xayuvalYu_xa_LOC+lYalliye_lYu_DECL
kadixayuvalYalliye kadi(V4)+xa_#_PRP+xayuvalYu_xa_LOC+lYalliye_lYu_RIS
kadixayuvalYigoskara kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigoskara_lYu_3SF
kadixayuvalYigoskarayuva kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigoskarayuva_lYu_INTR
kadixayuvalYigoskaravU kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigoskaravU_lYu_INCL
kadixayuvalYigoskaravo kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigoskaravo_lYu_DUB
kadixayuvalYigoskaravo kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigoskaravo_lYu_INDF
kadixayuvalYigoskaravo kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigoskaravo_lYu_PRES
kadixayuvalYigoskarave kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigoskarave_lYu_IMPH
kadixayuvalYigoskarave kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigoskarave_lYu_DECL
kadixayuvalYigoskarave kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigoskarave_lYu_RIS
kadixayuvalYigoskara kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigoskara_lYu_3SF
kadixayuvalYigoskarayuva kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigoskarayuva_lYu_INTR
kadixayuvalYigoskaravU kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigoskaravU_lYu_INCL
kadixayuvalYigoskaravo kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigoskaravo_lYu_DUB
kadixayuvalYigoskaravo kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigoskaravo_lYu_INDF
kadixayuvalYigoskaravo kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigoskaravo_lYu_PRES
kadixayuvalYigoskarave kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigoskarave_lYu_IMPH
kadixayuvalYigoskarave kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigoskarave_lYu_DECL
kadixayuvalYigoskarave kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigoskarave_lYu_RIS
kadixayuvalYigAgi kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigAgi_lYu_3SF
kadixayuvalYigAgiyA kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigAgiyA_lYu_INTR
kadixayuvalYigAgiyU kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigAgiyU_lYu_INCL
kadixayuvalYigAgiyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigAgiyo_lYu_DUB
kadixayuvalYigAgiyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigAgiyo_lYu_INDF
kadixayuvalYigAgiyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigAgiyo_lYu_PRES
kadixayuvalYigAgiye kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigAgiye_lYu_IMPH
kadixayuvalYigAgiye kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigAgiye_lYu_DECL
kadixayuvalYigAgiye kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigAgiye_lYu_RIS
kadixayuvalYigAgi kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigAgi_lYu_3SF
kadixayuvalYigAgiyA kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigAgiyA_lYu_INTR
kadixayuvalYigAgiyU kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigAgiyU_lYu_INCL
kadixayuvalYigAgiyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigAgiyo_lYu_DUB
kadixayuvalYigAgiyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigAgiyo_lYu_INDF
kadixayuvalYigAgiyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigAgiyo_lYu_PRES
kadixayuvalYigAgiye kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigAgiye_lYu_IMPH
kadixayuvalYigAgiye kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigAgiye_lYu_DECL
kadixayuvalYigAgiye kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigAgiye_lYu_RIS
kadixayuvalYigosuga kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigosuga_lYu_3SF
kadixayuvalYigosugayuva kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigosugayuva_lYu_INTR
kadixayuvalYigosugavU kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigosugavU_lYu_INCL
kadixayuvalYigosugavo kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigosugavo_lYu_DUB
kadixayuvalYigosugavo kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigosugavo_lYu_INDF
kadixayuvalYigosugavo kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigosugavo_lYu_PRES
kadixayuvalYigosugave kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigosugave_lYu_IMPH
kadixayuvalYigosugave kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigosugave_lYu_DECL
kadixayuvalYigosugave kadi(V4)+xa_#_PRP+xayuvalYu_xa_BEN+lYigosugave_lYu_RIS
kadixayuvalYigosuga kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigosuga_lYu_3SF
kadixayuvalYigosugayuva kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigosugayuva_lYu_INTR
kadixayuvalYigosugavU kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigosugavU_lYu_INCL
kadixayuvalYigosugavo kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigosugavo_lYu_DUB
kadixayuvalYigosugavo kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigosugavo_lYu_INDF
kadixayuvalYigosugavo kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigosugavo_lYu_PRES
kadixayuvalYigosugave kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigosugave_lYu_IMPH
kadixayuvalYigosugave kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigosugave_lYu_DECL
kadixayuvalYigosugave kadi(V4)+xa_#_PRP+xayuvalYu_xa_PUR+lYigosugave_lYu_RIS
kadixayuvalYigixa kadi(V4)+xa_#_PRP+xayuvalYu_xa_COMP+lYigixa_lYu_3SF
kadixayuvalYigixalA kadi(V4)+xa_#_PRP+xayuvalYu_xa_COMP+lYigixalA_lYu_INTR
kadixayuvalYigixalU kadi(V4)+xa_#_PRP+xayuvalYu_xa_COMP+lYigixalU_lYu_INCL
kadixayuvalYigixalo kadi(V4)+xa_#_PRP+xayuvalYu_xa_COMP+lYigixalo_lYu_DUB
kadixayuvalYigixalo kadi(V4)+xa_#_PRP+xayuvalYu_xa_COMP+lYigixalo_lYu_INDF
kadixayuvalYigixalo kadi(V4)+xa_#_PRP+xayuvalYu_xa_COMP+lYigixalo_lYu_PRES
kadixayuvalYigixale kadi(V4)+xa_#_PRP+xayuvalYu_xa_COMP+lYigixale_lYu_IMPH
kadixayuvalYigixale kadi(V4)+xa_#_PRP+xayuvalYu_xa_COMP+lYigixale_lYu_DECL
kadixayuvalYigixale kadi(V4)+xa_#_PRP+xayuvalYu_xa_COMP+lYigixale_lYu_RIS
kadixayuvalYkadixeV kadi(V4)+xa_#_PRP+xayuvalYu_xa_SIM+lYkadixeV_lYu_3SF
kadixayuvalYaxeVyA kadi(V4)+xa_#_PRP+xayuvalYu_xa_SIM+lYaxeVyA_lYu_INTR
kadixayuvalYaxeVyU kadi(V4)+xa_#_PRP+xayuvalYu_xa_SIM+lYaxeVyU_lYu_INCL
kadixayuvalYaxeVyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_SIM+lYaxeVyo_lYu_DUB
kadixayuvalYaxeVyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_SIM+lYaxeVyo_lYu_INDF
kadixayuvalYaxeVyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_SIM+lYaxeVyo_lYu_PRES
kadixayuvalYxeVye kadi(V4)+xa_#_PRP+xayuvalYu_xa_SIM+lYxeVye_lYu_IMPH
kadixayuvalYxeVye kadi(V4)+xa_#_PRP+xayuvalYu_xa_SIM+lYxeVye_lYu_DECL
kadixayuvalYxeVye kadi(V4)+xa_#_PRP+xayuvalYu_xa_SIM+lYxeVye_lYu_RIS
kadixayuvalYoVdaneV kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVdaneV_lYu_3SF
kadixayuvalYoVdaneVyA kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVdaneVyA_lYu_INTR
kadixayuvalYoVdaneVyU kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVdaneVyU_lYu_INCL
kadixayuvalYoVdaneVyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVdaneVyo_lYu_DUB
kadixayuvalYoVdaneVyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVdaneVyo_lYu_INDF
kadixayuvalYoVdaneVyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVdaneVyo_lYu_PRES
kadixayuvalYoVdaneVye kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVdaneVye_lYu_IMPH
kadixayuvalYoVdaneVye kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVdaneVye_lYu_DECL
kadixayuvalYoVdaneVye kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVdaneVye_lYu_RIS
kadixayuvalYoVMxigeV  kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVMxigeV_lYu_3SF
kadixayuvalYoVMxigeVyA kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVMxigeVyA_lYu_INTR
kadixayuvalYoVMxigeVyU kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVMxigeVyU_lYu_INCL
kadixayuvalYoVMxigeVyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVMxigeVyo_lYu_DUB
kadixayuvalYoVMxigeVyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVMxigeVyo_lYu_INDF
kadixayuvalYoVMxigeVyo kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVMxigeVyo_lYu_PRES
kadixayuvalYoVMxigeVye kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVMxigeVye_lYu_IMPH
kadixayuvalYoVMxigeVye kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVMxigeVye_lYu_DECL
kadixayuvalYoVMxigeVye kadi(V4)+xa_#_PRP+xayuvalYu_xa_SOC+lYoVMxigeVye_lYu_RIS
kadixayuvarannu kadi(V4)+xa_#_PRP+xayuvaru_xa_ACC+rannu_ru_3P
kadixayuvarixalA kadi(V4)+xa_#_PRP+xayuvaru_xa_INS+rixalA_ru_INTR
kadixayuvarixalU kadi(V4)+xa_#_PRP+xayuvaru_xa_INS+rixalU_ru_INCL
kadixayuvarixalo kadi(V4)+xa_#_PRP+xayuvaru_xa_INS+rixalo_ru_DUB
kadixayuvarixalo kadi(V4)+xa_#_PRP+xayuvaru_xa_INS+rixalo_ru_INDF
kadixayuvarixalo kadi(V4)+xa_#_PRP+xayuvaru_xa_INS+rixalo_ru_PRES
kadixayuvarixale kadi(V4)+xa_#_PRP+xayuvaru_xa_INS+rixale_ru_IMPH
kadixayuvarixale kadi(V4)+xa_#_PRP+xayuvaru_xa_INS+rixale_ru_DECL
kadixayuvarixale kadi(V4)+xa_#_PRP+xayuvaru_xa_INS+rixale_ru_RIS
kadixayuvarigeV kadi(V4)+xa_#_PRP+xayuvaru_xa_DAT+rigeV_ru_3P
kadixayuvarigeVyA kadi(V4)+xa_#_PRP+xayuvaru_xa_DAT+rigeVyA_ru_INTR
kadixayuvarigeVyU kadi(V4)+xa_#_PRP+xayuvaru_xa_DAT+rigeVyU_ru_INCL
kadixayuvarigeVyo kadi(V4)+xa_#_PRP+xayuvaru_xa_DAT+rigeVyo_ru_DUB
kadixayuvarigeVyo kadi(V4)+xa_#_PRP+xayuvaru_xa_DAT+rigeVyo_ru_INDF
kadixayuvarigeVyo kadi(V4)+xa_#_PRP+xayuvaru_xa_DAT+rigeVyo_ru_PRES
kadixayuvarigeVye kadi(V4)+xa_#_PRP+xayuvaru_xa_DAT+rigeVye_ru_IMPH
kadixayuvarigeVye kadi(V4)+xa_#_PRP+xayuvaru_xa_DAT+rigeVye_ru_DECL
kadixayuvarigeVye kadi(V4)+xa_#_PRP+xayuvaru_xa_DAT+rigeVye_ru_RIS
kadixayuvarixa  kadi(V4)+xa_#_PRP+xayuvaru_xa_ABL+rixa_ru_3P
kadixayuvarixalA kadi(V4)+xa_#_PRP+xayuvaru_xa_ABL+rixalA_ru_INTR
kadixayuvarixalU kadi(V4)+xa_#_PRP+xayuvaru_xa_ABL+rixalU_ru_INCL
kadixayuvarixalo kadi(V4)+xa_#_PRP+xayuvaru_xa_ABL+rixalo_ru_DUB
kadixayuvarixalo kadi(V4)+xa_#_PRP+xayuvaru_xa_ABL+rixalo_ru_INDF
kadixayuvarixalo kadi(V4)+xa_#_PRP+xayuvaru_xa_ABL+rixalo_ru_PRES
kadixayuvarixale kadi(V4)+xa_#_PRP+xayuvaru_xa_ABL+rixale_ru_IMPH
kadixayuvarixale kadi(V4)+xa_#_PRP+xayuvaru_xa_ABL+rixale_ru_DECL
kadixayuvarixale kadi(V4)+xa_#_PRP+xayuvaru_xa_ABL+rixale_ru_RIS
kadixayuvara kadi(V4)+xa_#_PRP+xayuvaru_xa_GEN+ra_ru_3P
kadixayuvaralli kadi(V4)+xa_#_PRP+xayuvaru_xa_LOC+ralli_ru_3P
kadixayuvaralliyA kadi(V4)+xa_#_PRP+xayuvaru_xa_LOC+ralliyA_ru_INTR
kadixayuvaralliyU kadi(V4)+xa_#_PRP+xayuvaru_xa_LOC+ralliyU_ru_INCL
kadixayuvaralliyo kadi(V4)+xa_#_PRP+xayuvaru_xa_LOC+ralliyo_ru_DUB
kadixayuvaralliyo kadi(V4)+xa_#_PRP+xayuvaru_xa_LOC+ralliyo_ru_INDF
kadixayuvaralliyo kadi(V4)+xa_#_PRP+xayuvaru_xa_LOC+ralliyo_ru_PRES
kadixayuvaralliye kadi(V4)+xa_#_PRP+xayuvaru_xa_LOC+ralliye_ru_IMPH
kadixayuvaralliye kadi(V4)+xa_#_PRP+xayuvaru_xa_LOC+ralliye_ru_DECL
kadixayuvaralliye kadi(V4)+xa_#_PRP+xayuvaru_xa_LOC+ralliye_ru_RIS
kadixayuvarigoskara kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigoskara_ru_3P
kadixayuvarigoskarayuva kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigoskarayuva_ru_INTR
kadixayuvarigoskaravU kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigoskaravU_ru_INCL
kadixayuvarigoskaravo kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigoskaravo_ru_DUB
kadixayuvarigoskaravo kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigoskaravo_ru_INDF
kadixayuvarigoskaravo kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigoskaravo_ru_PRES
kadixayuvarigoskarave kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigoskarave_ru_IMPH
kadixayuvarigoskarave kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigoskarave_ru_DECL
kadixayuvarigoskarave kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigoskarave_ru_RIS
kadixayuvarigoskara kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigoskara_ru_3P
kadixayuvarigoskarayuva kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigoskarayuva_ru_INTR
kadixayuvarigoskaravU kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigoskaravU_ru_INCL
kadixayuvarigoskaravo kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigoskaravo_ru_DUB
kadixayuvarigoskaravo kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigoskaravo_ru_INDF
kadixayuvarigoskaravo kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigoskaravo_ru_PRES
kadixayuvarigoskarave kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigoskarave_ru_IMPH
kadixayuvarigoskarave kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigoskarave_ru_DECL
kadixayuvarigoskarave kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigoskarave_ru_RIS
kadixayuvarigAgi kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgi_ru_3P
kadixayuvarigAgiyA kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiyA_ru_INTR
kadixayuvarigAgiyU kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiyU_ru_INCL
kadixayuvarigAgiyo kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiyo_ru_DUB
kadixayuvarigAgiyo kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiyo_ru_INDF
kadixayuvarigAgiyo kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiyo_ru_PRES
kadixayuvarigAgiye kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiye_ru_IMPH
kadixayuvarigAgiye kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiye_ru_DECL
kadixayuvarigAgiye kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiye_ru_RIS
kadixayuvarigAgi kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigAgi_ru_3P
kadixayuvarigAgiyA kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiyA_ru_INTR
kadixayuvarigAgiyU kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiyU_ru_INCL
kadixayuvarigAgiyo kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiyo_ru_DUB
kadixayuvarigAgiyo kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiyo_ru_INDF
kadixayuvarigAgiyo kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiyo_ru_PRES
kadixayuvarigAgiye kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiye_ru_IMPH
kadixayuvarigAgiye kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiye_ru_DECL
kadixayuvarigAgiye kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigAgiye_ru_RIS
kadixayuvarigosuga kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigosuga_ru_3P
kadixayuvarigosugayuva kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigosugayuva_ru_INTR
kadixayuvarigosugavU kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigosugavU_ru_INCL
kadixayuvarigosugavo kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigosugavo_ru_DUB
kadixayuvarigosugavo kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigosugavo_ru_INDF
kadixayuvarigosugavo kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigosugavo_ru_PRES
kadixayuvarigosugave kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigosugave_ru_IMPH
kadixayuvarigosugave kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigosugave_ru_DECL
kadixayuvarigosugave kadi(V4)+xa_#_PRP+xayuvaru_xa_BEN+rigosugave_ru_RIS
kadixayuvarigosuga kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigosuga_ru_3P
kadixayuvarigosugayuva kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigosugayuva_ru_INTR
kadixayuvarigosugavU kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigosugavU_ru_INCL
kadixayuvarigosugavo kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigosugavo_ru_DUB
kadixayuvarigosugavo kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigosugavo_ru_INDF
kadixayuvarigosugavo kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigosugavo_ru_PRES
kadixayuvarigosugave kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigosugave_ru_IMPH
kadixayuvarigosugave kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigosugave_ru_DECL
kadixayuvarigosugave kadi(V4)+xa_#_PRP+xayuvaru_xa_PUR+rigosugave_ru_RIS
kadixayuvarigixa kadi(V4)+xa_#_PRP+xayuvaru_xa_COMP+rigixa_ru_3P
kadixayuvarigixalA kadi(V4)+xa_#_PRP+xayuvaru_xa_COMP+rigixalA_ru_INTR
kadixayuvarigixalU kadi(V4)+xa_#_PRP+xayuvaru_xa_COMP+rigixalU_ru_INCL
kadixayuvarigixalo kadi(V4)+xa_#_PRP+xayuvaru_xa_COMP+rigixalo_ru_DUB
kadixayuvarigixalo kadi(V4)+xa_#_PRP+xayuvaru_xa_COMP+rigixalo_ru_INDF
kadixayuvarigixalo kadi(V4)+xa_#_PRP+xayuvaru_xa_COMP+rigixalo_ru_PRES
kadixayuvarigixale kadi(V4)+xa_#_PRP+xayuvaru_xa_COMP+rigixale_ru_IMPH
kadixayuvarigixale kadi(V4)+xa_#_PRP+xayuvaru_xa_COMP+rigixale_ru_DECL
kadixayuvarigixale kadi(V4)+xa_#_PRP+xayuvaru_xa_COMP+rigixale_ru_RIS
kadixayuvaraxeV kadi(V4)+xa_#_PRP+xayuvaru_xa_SIM+raxeV_ru_3P
kadixayuvaraxeVyA kadi(V4)+xa_#_PRP+xayuvaru_xa_SIM+raxeVyA_ru_INTR
kadixayuvaraxeVyU kadi(V4)+xa_#_PRP+xayuvaru_xa_SIM+raxeVyU_ru_INCL
kadixayuvaraxeVyo kadi(V4)+xa_#_PRP+xayuvaru_xa_SIM+raxeVyo_ru_DUB
kadixayuvaraxeVyo kadi(V4)+xa_#_PRP+xayuvaru_xa_SIM+raxeVyo_ru_INDF
kadixayuvaraxeVyo kadi(V4)+xa_#_PRP+xayuvaru_xa_SIM+raxeVyo_ru_PRES
kadixayuvaraxeVye kadi(V4)+xa_#_PRP+xayuvaru_xa_SIM+raxeVye_ru_IMPH
kadixayuvaraxeVye kadi(V4)+xa_#_PRP+xayuvaru_xa_SIM+raxeVye_ru_DECL
kadixayuvaraxeVye kadi(V4)+xa_#_PRP+xayuvaru_xa_SIM+raxeVye_ru_RIS
kadixayuvaroVdaneV kadi(V4)+xa_#_PRP+xayuvaru_xa_SOC+roVdaneV_ru_3P
kadixayuvaroVdaneVyA kadi(V4)+xa_#_PRP+xayuvaru_xa_SOC+roVdaneVyA_ru_INTR
kadixayuvaroVdaneVyU kadi(V4)+xa_#_PRP+xayuvaru_xa_SOC+roVdaneVyU_ru_INCL
kadixayuvaroVdaneVyo kadi(V4)+xa_#_PRP+xayuvaru_xa_SOC+roVdaneVyo_ru_DUB
kadixayuvaroVdaneVyo kadi(V4)+xa_#_PRP+xayuvaru_xa_SOC+roVdaneVyo_ru_INDF
kadixayuvaroVdaneVyo kadi(V4)+xa_#_PRP+xayuvaru_xa_SOC+roVdaneVyo_ru_PRES
kadixayuvaroVdaneVye kadi(V4)+xa_#_PRP+xayuvaru_xa_SOC+roVdaneVye_ru_IMPH
kadixayuvaroVdaneVye kadi(V4)+xa_#_PRP+xayuvaru_xa_SOC+roVdaneVye_ru_DECL
kadixayuvaroVdaneVye kadi(V4)+xa_#_PRP+xayuvaru_xa_SOC+roVdaneVye_ru_RIS
kadixayuvaroVMxigeV  kadi(V4)+xa_#_PRP+xayuvaru_xa_SOC+roVMxigeV_ru_3P
kadixayuvaroVMxigeVyA kadi(V4)+xa_#_PRP+xayuvaru_xa_SOC+roVMxigeVyA_ru_INTR
kadixayuvaroVMxigeVyU kadi(V4)+xa_#_PRP+xayuvaru_xa_SOC+roVMxigeVyU_ru_INCL
kadixayuvaroVMxigeVyo kadi(V4)+xa_#_PRP+xayuvaru_xa_SOC+roVMxigeVyo_ru_DUB
kadixayuvaroVMxigeVyo kadi(V4)+xa_#_PRP+xayuvaru_xa_SOC+roVMxigeVyo_ru_INDF
kadixaMweVyA kadi(V4)+xa_#_SIM+xaMweVyA_xa_INTR
kadixaMweVyU kadi(V4)+xa_#_SIM+xaMweVyU_xa_INCL
kadixaMweVyo kadi(V4)+xa_#_SIM+xaMweVyo_xa_DUB
kadixaMweVyo kadi(V4)+xa_#_SIM+xaMweVyo_xa_INDF
kadixaMweVyo kadi(V4)+xa_#_SIM+xaMweVyo_xa_PRES
kadixaMweVye kadi(V4)+xa_#_SIM+xaMweVye_xa_IMPH
