koVMdanu koVlYlYu(V20)+Mda_lYlYu_PAST+anu_a_3SM   
koVMdavanaxeVyU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SIM+naxeVyU_nu_DUB
koVMdavanaxeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SIM+naxeVyo_nu_INDF
koVMdavanaxeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SIM+naxeVyo_nu_PRES
koVMdavanaxeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SIM+naxeVye_nu_IMPH
koVMdavanaxeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SIM+naxeVye_nu_DECL
koVMdavanaxeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SIM+naxeVye_nu_RIS
koVMdavanoVdaneV koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVdaneV_nu_3SM
koVMdavanoVdaneVyA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVdaneVyA_nu_INTR
koVMdavanoVdaneVyU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVdaneVyU_nu_INCL
koVMdavanoVdaneVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVdaneVyo_nu_DUB
koVMdavanoVdaneVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVdaneVyo_nu_INDF
koVMdavanoVdaneVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVdaneVyo_nu_PRES
koVMdavanoVdaneVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVdaneVye_nu_IMPH
koVMdavanoVdaneVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVdaneVye_nu_DECL
koVMdavanoVdaneVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVdaneVye_nu_RIS
koVMdavanoVMxigeV koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVMxigeV_nu_3SM
koVMdavanoVMxigeVyA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVMxigeVyA_nu_INTR
koVMdavanoVMxigeVyU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVMxigeVyU_nu_INCL
koVMdavanoVMxigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVMxigeVyo_nu_DUB
koVMdavanoVMxigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVMxigeVyo_nu_INDF
koVMdavanoVMxigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVMxigeVyo_nu_PRES
koVMdavanoVMxigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVMxigeVye_nu_IMPH
koVMdavanoVMxigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVMxigeVye_nu_DECL
koVMdavanoVMxigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavanu_Mda_SOC+noVMxigeVye_nu_RIS
koVMdavalYannu koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ACC+lYannu_lYu_3SF
koVMdavalYannA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ACC+lYannA_lYu_INTR
koVMdavalYannU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ACC+lYannU_lYu_INCL
koVMdavalYanno koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ACC+lYanno_lYu_DUB
koVMdavalYanno koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ACC+lYanno_lYu_INDF
koVMdavalYanno koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ACC+lYanno_lYu_PRES
koVMdavalYanne koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ACC+lYanne_lYu_IMPH
koVMdavalYanne koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ACC+lYanne_lYu_DECL
koVMdavalYanne koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ACC+lYanne_lYu_RIS
koVMdavalYiMxa koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_INS+lYiMxa_lYu_3SF
koVMdavalYiMxalA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_INS+lYiMxalA_lYu_INTR
koVMdavalYiMxalU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_INS+lYiMxalU_lYu_INCL
koVMdavalYiMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_INS+lYiMxalo_lYu_DUB
koVMdavalYiMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_INS+lYiMxalo_lYu_INDF
koVMdavalYiMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_INS+lYiMxalo_lYu_PRES
koVMdavalYiMxale koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_INS+lYiMxale_lYu_IMPH
koVMdavalYiMxale koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_INS+lYiMxale_lYu_DECL
koVMdavalYiMxale koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_INS+lYiMxale_lYu_RIS
koVMdavalYigeV koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_DAT+lYigeV_lYu_3SF
koVMdavalYigeVyA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_DAT+lYigeVyA_lYu_INTR
koVMdavalYigeVyU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_DAT+lYigeVyU_lYu_INCL
koVMdavalYigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_DAT+lYigeVyo_lYu_DUB
koVMdavalYigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_DAT+lYigeVyo_lYu_INDF
koVMdavalYigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_DAT+lYigeVyo_lYu_PRES
koVMdavalYigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_DAT+lYigeVye_lYu_IMPH
koVMdavalYigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_DAT+lYigeVye_lYu_DECL
koVMdavalYigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_DAT+lYigeVye_lYu_RIS
koVMdavalYiMxa  koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ABL+lYiMxa_lYu_3SF
koVMdavalYiMxalA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ABL+lYiMxalA_lYu_INTR
koVMdavalYiMxalU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ABL+lYiMxalU_lYu_INCL
koVMdavalYiMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ABL+lYiMxalo_lYu_DUB
koVMdavalYiMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ABL+lYiMxalo_lYu_INDF
koVMdavalYiMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ABL+lYiMxalo_lYu_PRES
koVMdavalYiMxale koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ABL+lYiMxale_lYu_IMPH
koVMdavalYiMxale koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ABL+lYiMxale_lYu_DECL
koVMdavalYiMxale koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_ABL+lYiMxale_lYu_RIS
koVMdavalYa koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_GEN+lYa_lYu_3SF
koVMdavalYalli koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_LOC+lYalli_lYu_3SF
koVMdavalYalliyA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_LOC+lYalliyA_lYu_INTR
koVMdavalYalliyU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_LOC+lYalliyU_lYu_INCL
koVMdavalYalliyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_LOC+lYalliyo_lYu_DUB
koVMdavalYalliyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_LOC+lYalliyo_lYu_INDF
koVMdavalYalliyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_LOC+lYalliyo_lYu_PRES
koVMdavalYalliye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_LOC+lYalliye_lYu_IMPH
koVMdavalYalliye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_LOC+lYalliye_lYu_DECL
koVMdavalYalliye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_LOC+lYalliye_lYu_RIS
koVMdavalYigoskara koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigoskara_lYu_3SF
koVMdavalYigoskaravA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigoskaravA_lYu_INTR
koVMdavalYigoskaravU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigoskaravU_lYu_INCL
koVMdavalYigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigoskaravo_lYu_DUB
koVMdavalYigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigoskaravo_lYu_INDF
koVMdavalYigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigoskaravo_lYu_PRES
koVMdavalYigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigoskarave_lYu_IMPH
koVMdavalYigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigoskarave_lYu_DECL
koVMdavalYigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigoskarave_lYu_RIS
koVMdavalYigoskara koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigoskara_lYu_3SF
koVMdavalYigoskaravA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigoskaravA_lYu_INTR
koVMdavalYigoskaravU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigoskaravU_lYu_INCL
koVMdavalYigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigoskaravo_lYu_DUB
koVMdavalYigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigoskaravo_lYu_INDF
koVMdavalYigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigoskaravo_lYu_PRES
koVMdavalYigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigoskarave_lYu_IMPH
koVMdavalYigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigoskarave_lYu_DECL
koVMdavalYigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigoskarave_lYu_RIS
koVMdavalYigAgi koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigAgi_lYu_3SF
koVMdavalYigAgiyA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigAgiyA_lYu_INTR
koVMdavalYigAgiyU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigAgiyU_lYu_INCL
koVMdavalYigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigAgiyo_lYu_DUB
koVMdavalYigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigAgiyo_lYu_INDF
koVMdavalYigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigAgiyo_lYu_PRES
koVMdavalYigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigAgiye_lYu_IMPH
koVMdavalYigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigAgiye_lYu_DECL
koVMdavalYigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigAgiye_lYu_RIS
koVMdavalYigAgi koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigAgi_lYu_3SF
koVMdavalYigAgiyA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigAgiyA_lYu_INTR
koVMdavalYigAgiyU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigAgiyU_lYu_INCL
koVMdavalYigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigAgiyo_lYu_DUB
koVMdavalYigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigAgiyo_lYu_INDF
koVMdavalYigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigAgiyo_lYu_PRES
koVMdavalYigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigAgiye_lYu_IMPH
koVMdavalYigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigAgiye_lYu_DECL
koVMdavalYigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigAgiye_lYu_RIS
koVMdavalYigosuga koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosuga_lYu_3SF
koVMdavalYigosugavA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugavA_lYu_INTR
koVMdavalYigosugavU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugavU_lYu_INCL
koVMdavalYigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugavo_lYu_DUB
koVMdavalYigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugavo_lYu_INDF
koVMdavalYigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugavo_lYu_PRES
koVMdavalYigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugave_lYu_IMPH
koVMdavalYigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugave_lYu_DECL
koVMdavalYigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugave_lYu_RIS
koVMdavalYigosuga koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosuga_lYu_3SF
koVMdavalYigosugavA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugavA_lYu_INTR
koVMdavalYigosugavU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugavU_lYu_INCL
koVMdavalYigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugavo_lYu_DUB
koVMdavalYigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugavo_lYu_INDF
koVMdavalYigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugavo_lYu_PRES
koVMdavalYigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugave_lYu_IMPH
koVMdavalYigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugave_lYu_DECL
koVMdavalYigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugave_lYu_RIS
koVMdavalYigiMwa koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwa_lYu_3SF
koVMdavalYigiMwalA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwalA_lYu_INTR
koVMdavalYigiMwalU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwalU_lYu_INCL
koVMdavalYigiMwalo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwalo_lYu_DUB
koVMdavalYigiMwalo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwalo_lYu_INDF
koVMdavalYigiMwalo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwalo_lYu_PRES
koVMdavalYigiMwale koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwale_lYu_IMPH
koVMdavalYigiMwale koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwale_lYu_DECL
koVMdavalYigiMwale koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwale_lYu_RIS
koVMdavalYkoVMdeV koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYkoVMdeV_lYu_3SF
koVMdavalYaxeVyA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYaxeVyA_lYu_INTR
koVMdavalYaxeVyU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYaxeVyU_lYu_INCL
koVMdavalYaxeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYaxeVyo_lYu_DUB
koVMdavalYaxeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYaxeVyo_lYu_INDF
koVMdavalYaxeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYaxeVyo_lYu_PRES
koVMdavalYxeVye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYxeVye_lYu_IMPH
koVMdavalYxeVye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYxeVye_lYu_DECL
koVMdavalYxeVye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYxeVye_lYu_RIS
koVMdavalYoVdaneV koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneV_lYu_3SF
koVMdavalYoVdaneVyA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVyA_lYu_INTR
koVMdavalYoVdaneVyU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVyU_lYu_INCL
koVMdavalYoVdaneVyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVyo_lYu_DUB
koVMdavalYoVdaneVyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVyo_lYu_INDF
koVMdavalYoVdaneVyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVyo_lYu_PRES
koVMdavalYoVdaneVye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVye_lYu_IMPH
koVMdavalYoVdaneVye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVye_lYu_DECL
koVMdavalYoVdaneVye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVye_lYu_RIS
koVMdavalYoVMxigeV  koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeV_lYu_3SF
koVMdavalYoVMxigeVyA koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVyA_lYu_INTR
koVMdavalYoVMxigeVyU koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVyU_lYu_INCL
koVMdavalYoVMxigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVyo_lYu_DUB
koVMdavalYoVMxigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVyo_lYu_INDF
koVMdavalYoVMxigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVyo_lYu_PRES
koVMdavalYoVMxigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVye_lYu_IMPH
koVMdavalYoVMxigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVye_lYu_DECL
koVMdavalYoVMxigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVye_lYu_RIS
koVMdavarannu koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ACC+rannu_ru_3P
koVMdavariMxalA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxalA_ru_INTR
koVMdavariMxalU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxalU_ru_INCL
koVMdavariMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxalo_ru_DUB
koVMdavariMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxalo_ru_INDF
koVMdavariMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxalo_ru_PRES
koVMdavariMxale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxale_ru_IMPH
koVMdavariMxale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxale_ru_DECL
koVMdavariMxale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxale_ru_RIS
koVMdavarigeV koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeV_ru_3P
koVMdavarigeVyA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVyA_ru_INTR
koVMdavarigeVyU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVyU_ru_INCL
koVMdavarigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVyo_ru_DUB
koVMdavarigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVyo_ru_INDF
koVMdavarigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVyo_ru_PRES
koVMdavarigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVye_ru_IMPH
koVMdavarigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVye_ru_DECL
koVMdavarigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVye_ru_RIS
koVMdavariMxa  koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxa_ru_3P
koVMdavariMxalA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxalA_ru_INTR
koVMdavariMxalU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxalU_ru_INCL
koVMdavariMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxalo_ru_DUB
koVMdavariMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxalo_ru_INDF
koVMdavariMxalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxalo_ru_PRES
koVMdavariMxale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxale_ru_IMPH
koVMdavariMxale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxale_ru_DECL
koVMdavariMxale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxale_ru_RIS
koVMdavara koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_GEN+ra_ru_3P
koVMdavaralli koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralli_ru_3P
koVMdavaralliyA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliyA_ru_INTR
koVMdavaralliyU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliyU_ru_INCL
koVMdavaralliyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliyo_ru_DUB
koVMdavaralliyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliyo_ru_INDF
koVMdavaralliyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliyo_ru_PRES
koVMdavaralliye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliye_ru_IMPH
koVMdavaralliye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliye_ru_DECL
koVMdavaralliye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliye_ru_RIS
koVMdavarigoskara koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskara_ru_3P
koVMdavarigoskaravA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskaravA_ru_INTR
koVMdavarigoskaravU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskaravU_ru_INCL
koVMdavarigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskaravo_ru_DUB
koVMdavarigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskaravo_ru_INDF
koVMdavarigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskaravo_ru_PRES
koVMdavarigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskarave_ru_IMPH
