oVNagisixanu oVNagisu(V34)+ixa_u_PAST+anu_a_3SM   
oVNagisixavalYiMxale oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_INS+lYiMxale_lYu_DECL
oVNagisixavalYiMxale oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_INS+lYiMxale_lYu_RIS
oVNagisixavalYigeV oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_DAT+lYigeV_lYu_3SF
oVNagisixavalYigeVyA oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_DAT+lYigeVyA_lYu_INTR
oVNagisixavalYigeVyU oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_DAT+lYigeVyU_lYu_INCL
oVNagisixavalYigeVyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_DAT+lYigeVyo_lYu_DUB
oVNagisixavalYigeVyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_DAT+lYigeVyo_lYu_INDF
oVNagisixavalYigeVyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_DAT+lYigeVyo_lYu_PRES
oVNagisixavalYigeVye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_DAT+lYigeVye_lYu_IMPH
oVNagisixavalYigeVye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_DAT+lYigeVye_lYu_DECL
oVNagisixavalYigeVye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_DAT+lYigeVye_lYu_RIS
oVNagisixavalYiMxa  oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_ABL+lYiMxa_lYu_3SF
oVNagisixavalYiMxalA oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_ABL+lYiMxalA_lYu_INTR
oVNagisixavalYiMxalU oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_ABL+lYiMxalU_lYu_INCL
oVNagisixavalYiMxalo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_ABL+lYiMxalo_lYu_DUB
oVNagisixavalYiMxalo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_ABL+lYiMxalo_lYu_INDF
oVNagisixavalYiMxalo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_ABL+lYiMxalo_lYu_PRES
oVNagisixavalYiMxale oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_ABL+lYiMxale_lYu_IMPH
oVNagisixavalYiMxale oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_ABL+lYiMxale_lYu_DECL
oVNagisixavalYiMxale oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_ABL+lYiMxale_lYu_RIS
oVNagisixavalYa oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_GEN+lYa_lYu_3SF
oVNagisixavalYalli oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_LOC+lYalli_lYu_3SF
oVNagisixavalYalliyA oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_LOC+lYalliyA_lYu_INTR
oVNagisixavalYalliyU oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_LOC+lYalliyU_lYu_INCL
oVNagisixavalYalliyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_LOC+lYalliyo_lYu_DUB
oVNagisixavalYalliyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_LOC+lYalliyo_lYu_INDF
oVNagisixavalYalliyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_LOC+lYalliyo_lYu_PRES
oVNagisixavalYalliye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_LOC+lYalliye_lYu_IMPH
oVNagisixavalYalliye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_LOC+lYalliye_lYu_DECL
oVNagisixavalYalliye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_LOC+lYalliye_lYu_RIS
oVNagisixavalYigoskara oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigoskara_lYu_3SF
oVNagisixavalYigoskaravA oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigoskaravA_lYu_INTR
oVNagisixavalYigoskaravU oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigoskaravU_lYu_INCL
oVNagisixavalYigoskaravo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigoskaravo_lYu_DUB
oVNagisixavalYigoskaravo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigoskaravo_lYu_INDF
oVNagisixavalYigoskaravo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigoskaravo_lYu_PRES
oVNagisixavalYigoskarave oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigoskarave_lYu_IMPH
oVNagisixavalYigoskarave oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigoskarave_lYu_DECL
oVNagisixavalYigoskarave oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigoskarave_lYu_RIS
oVNagisixavalYigoskara oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigoskara_lYu_3SF
oVNagisixavalYigoskaravA oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigoskaravA_lYu_INTR
oVNagisixavalYigoskaravU oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigoskaravU_lYu_INCL
oVNagisixavalYigoskaravo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigoskaravo_lYu_DUB
oVNagisixavalYigoskaravo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigoskaravo_lYu_INDF
oVNagisixavalYigoskaravo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigoskaravo_lYu_PRES
oVNagisixavalYigoskarave oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigoskarave_lYu_IMPH
oVNagisixavalYigoskarave oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigoskarave_lYu_DECL
oVNagisixavalYigoskarave oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigoskarave_lYu_RIS
oVNagisixavalYigAgi oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigAgi_lYu_3SF
oVNagisixavalYigAgiyA oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigAgiyA_lYu_INTR
oVNagisixavalYigAgiyU oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigAgiyU_lYu_INCL
oVNagisixavalYigAgiyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigAgiyo_lYu_DUB
oVNagisixavalYigAgiyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigAgiyo_lYu_INDF
oVNagisixavalYigAgiyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigAgiyo_lYu_PRES
oVNagisixavalYigAgiye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigAgiye_lYu_IMPH
oVNagisixavalYigAgiye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigAgiye_lYu_DECL
oVNagisixavalYigAgiye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigAgiye_lYu_RIS
oVNagisixavalYigAgi oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigAgi_lYu_3SF
oVNagisixavalYigAgiyA oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigAgiyA_lYu_INTR
oVNagisixavalYigAgiyU oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigAgiyU_lYu_INCL
oVNagisixavalYigAgiyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigAgiyo_lYu_DUB
oVNagisixavalYigAgiyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigAgiyo_lYu_INDF
oVNagisixavalYigAgiyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigAgiyo_lYu_PRES
oVNagisixavalYigAgiye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigAgiye_lYu_IMPH
oVNagisixavalYigAgiye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigAgiye_lYu_DECL
oVNagisixavalYigAgiye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigAgiye_lYu_RIS
oVNagisixavalYigosuga oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigosuga_lYu_3SF
oVNagisixavalYigosugavA oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigosugavA_lYu_INTR
oVNagisixavalYigosugavU oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigosugavU_lYu_INCL
oVNagisixavalYigosugavo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigosugavo_lYu_DUB
oVNagisixavalYigosugavo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigosugavo_lYu_INDF
oVNagisixavalYigosugavo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigosugavo_lYu_PRES
oVNagisixavalYigosugave oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigosugave_lYu_IMPH
oVNagisixavalYigosugave oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigosugave_lYu_DECL
oVNagisixavalYigosugave oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_BEN+lYigosugave_lYu_RIS
oVNagisixavalYigosuga oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigosuga_lYu_3SF
oVNagisixavalYigosugavA oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigosugavA_lYu_INTR
oVNagisixavalYigosugavU oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigosugavU_lYu_INCL
oVNagisixavalYigosugavo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigosugavo_lYu_DUB
oVNagisixavalYigosugavo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigosugavo_lYu_INDF
oVNagisixavalYigosugavo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigosugavo_lYu_PRES
oVNagisixavalYigosugave oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigosugave_lYu_IMPH
oVNagisixavalYigosugave oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigosugave_lYu_DECL
oVNagisixavalYigosugave oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_PUR+lYigosugave_lYu_RIS
oVNagisixavalYigiMwa oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_COMP+lYigiMwa_lYu_3SF
oVNagisixavalYigiMwalA oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_COMP+lYigiMwalA_lYu_INTR
oVNagisixavalYigiMwalU oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_COMP+lYigiMwalU_lYu_INCL
oVNagisixavalYigiMwalo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_COMP+lYigiMwalo_lYu_DUB
oVNagisixavalYigiMwalo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_COMP+lYigiMwalo_lYu_INDF
oVNagisixavalYigiMwalo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_COMP+lYigiMwalo_lYu_PRES
oVNagisixavalYigiMwale oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_COMP+lYigiMwale_lYu_IMPH
oVNagisixavalYigiMwale oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_COMP+lYigiMwale_lYu_DECL
oVNagisixavalYigiMwale oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_COMP+lYigiMwale_lYu_RIS
oVNagisixavalYoVNagisixeV oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SIM+lYoVNagisixeV_lYu_3SF
oVNagisixavalYaxeVyA oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SIM+lYaxeVyA_lYu_INTR
oVNagisixavalYaxeVyU oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SIM+lYaxeVyU_lYu_INCL
oVNagisixavalYaxeVyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SIM+lYaxeVyo_lYu_DUB
oVNagisixavalYaxeVyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SIM+lYaxeVyo_lYu_INDF
oVNagisixavalYaxeVyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SIM+lYaxeVyo_lYu_PRES
oVNagisixavalYxeVye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SIM+lYxeVye_lYu_IMPH
oVNagisixavalYxeVye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SIM+lYxeVye_lYu_DECL
oVNagisixavalYxeVye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SIM+lYxeVye_lYu_RIS
oVNagisixavalYoVdaneV oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVdaneV_lYu_3SF
oVNagisixavalYoVdaneVyA oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVdaneVyA_lYu_INTR
oVNagisixavalYoVdaneVyU oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVdaneVyU_lYu_INCL
oVNagisixavalYoVdaneVyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVdaneVyo_lYu_DUB
oVNagisixavalYoVdaneVyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVdaneVyo_lYu_INDF
oVNagisixavalYoVdaneVyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVdaneVyo_lYu_PRES
oVNagisixavalYoVdaneVye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVdaneVye_lYu_IMPH
oVNagisixavalYoVdaneVye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVdaneVye_lYu_DECL
oVNagisixavalYoVdaneVye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVdaneVye_lYu_RIS
oVNagisixavalYoVMxigeV  oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVMxigeV_lYu_3SF
oVNagisixavalYoVMxigeVyA oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVMxigeVyA_lYu_INTR
oVNagisixavalYoVMxigeVyU oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVMxigeVyU_lYu_INCL
oVNagisixavalYoVMxigeVyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVMxigeVyo_lYu_DUB
oVNagisixavalYoVMxigeVyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVMxigeVyo_lYu_INDF
oVNagisixavalYoVMxigeVyo oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVMxigeVyo_lYu_PRES
oVNagisixavalYoVMxigeVye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVMxigeVye_lYu_IMPH
oVNagisixavalYoVMxigeVye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVMxigeVye_lYu_DECL
oVNagisixavalYoVMxigeVye oVNagisu(V4)+ixa_u_PRP+ixavalYu_ixa_SOC+lYoVMxigeVye_lYu_RIS
oVNagisixavarannu oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_ACC+rannu_ru_3P
oVNagisixavariMxalA oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_INS+riMxalA_ru_INTR
oVNagisixavariMxalU oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_INS+riMxalU_ru_INCL
oVNagisixavariMxalo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_INS+riMxalo_ru_DUB
oVNagisixavariMxalo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_INS+riMxalo_ru_INDF
oVNagisixavariMxalo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_INS+riMxalo_ru_PRES
oVNagisixavariMxale oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_INS+riMxale_ru_IMPH
oVNagisixavariMxale oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_INS+riMxale_ru_DECL
oVNagisixavariMxale oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_INS+riMxale_ru_RIS
oVNagisixavarigeV oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_DAT+rigeV_ru_3P
oVNagisixavarigeVyA oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_DAT+rigeVyA_ru_INTR
oVNagisixavarigeVyU oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_DAT+rigeVyU_ru_INCL
oVNagisixavarigeVyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_DAT+rigeVyo_ru_DUB
oVNagisixavarigeVyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_DAT+rigeVyo_ru_INDF
oVNagisixavarigeVyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_DAT+rigeVyo_ru_PRES
oVNagisixavarigeVye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_DAT+rigeVye_ru_IMPH
oVNagisixavarigeVye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_DAT+rigeVye_ru_DECL
oVNagisixavarigeVye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_DAT+rigeVye_ru_RIS
oVNagisixavariMxa  oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_ABL+riMxa_ru_3P
oVNagisixavariMxalA oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_ABL+riMxalA_ru_INTR
oVNagisixavariMxalU oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_ABL+riMxalU_ru_INCL
oVNagisixavariMxalo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_ABL+riMxalo_ru_DUB
oVNagisixavariMxalo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_ABL+riMxalo_ru_INDF
oVNagisixavariMxalo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_ABL+riMxalo_ru_PRES
oVNagisixavariMxale oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_ABL+riMxale_ru_IMPH
oVNagisixavariMxale oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_ABL+riMxale_ru_DECL
oVNagisixavariMxale oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_ABL+riMxale_ru_RIS
oVNagisixavara oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_GEN+ra_ru_3P
oVNagisixavaralli oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_LOC+ralli_ru_3P
oVNagisixavaralliyA oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_LOC+ralliyA_ru_INTR
oVNagisixavaralliyU oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_LOC+ralliyU_ru_INCL
oVNagisixavaralliyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_LOC+ralliyo_ru_DUB
oVNagisixavaralliyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_LOC+ralliyo_ru_INDF
oVNagisixavaralliyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_LOC+ralliyo_ru_PRES
oVNagisixavaralliye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_LOC+ralliye_ru_IMPH
oVNagisixavaralliye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_LOC+ralliye_ru_DECL
oVNagisixavaralliye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_LOC+ralliye_ru_RIS
oVNagisixavarigoskara oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskara_ru_3P
oVNagisixavarigoskaravA oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskaravA_ru_INTR
oVNagisixavarigoskaravU oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskaravU_ru_INCL
oVNagisixavarigoskaravo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskaravo_ru_DUB
oVNagisixavarigoskaravo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskaravo_ru_INDF
oVNagisixavarigoskaravo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskaravo_ru_PRES
oVNagisixavarigoskarave oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskarave_ru_IMPH
oVNagisixavarigoskarave oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskarave_ru_DECL
oVNagisixavarigoskarave oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigoskarave_ru_RIS
oVNagisixavarigoskara oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskara_ru_3P
oVNagisixavarigoskaravA oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskaravA_ru_INTR
oVNagisixavarigoskaravU oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskaravU_ru_INCL
oVNagisixavarigoskaravo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskaravo_ru_DUB
oVNagisixavarigoskaravo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskaravo_ru_INDF
oVNagisixavarigoskaravo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskaravo_ru_PRES
oVNagisixavarigoskarave oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskarave_ru_IMPH
oVNagisixavarigoskarave oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskarave_ru_DECL
oVNagisixavarigoskarave oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigoskarave_ru_RIS
oVNagisixavarigAgi oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgi_ru_3P
oVNagisixavarigAgiyA oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyA_ru_INTR
oVNagisixavarigAgiyU oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyU_ru_INCL
oVNagisixavarigAgiyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyo_ru_DUB
oVNagisixavarigAgiyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyo_ru_INDF
oVNagisixavarigAgiyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyo_ru_PRES
oVNagisixavarigAgiye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiye_ru_IMPH
oVNagisixavarigAgiye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiye_ru_DECL
oVNagisixavarigAgiye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiye_ru_RIS
oVNagisixavarigAgi oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigAgi_ru_3P
oVNagisixavarigAgiyA oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyA_ru_INTR
oVNagisixavarigAgiyU oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyU_ru_INCL
oVNagisixavarigAgiyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyo_ru_DUB
oVNagisixavarigAgiyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyo_ru_INDF
oVNagisixavarigAgiyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiyo_ru_PRES
oVNagisixavarigAgiye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiye_ru_IMPH
oVNagisixavarigAgiye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiye_ru_DECL
oVNagisixavarigAgiye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigAgiye_ru_RIS
oVNagisixavarigosuga oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosuga_ru_3P
oVNagisixavarigosugavA oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugavA_ru_INTR
oVNagisixavarigosugavU oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugavU_ru_INCL
oVNagisixavarigosugavo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugavo_ru_DUB
oVNagisixavarigosugavo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugavo_ru_INDF
oVNagisixavarigosugavo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugavo_ru_PRES
oVNagisixavarigosugave oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugave_ru_IMPH
oVNagisixavarigosugave oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugave_ru_DECL
oVNagisixavarigosugave oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_BEN+rigosugave_ru_RIS
oVNagisixavarigosuga oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosuga_ru_3P
oVNagisixavarigosugavA oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugavA_ru_INTR
oVNagisixavarigosugavU oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugavU_ru_INCL
oVNagisixavarigosugavo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugavo_ru_DUB
oVNagisixavarigosugavo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugavo_ru_INDF
oVNagisixavarigosugavo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugavo_ru_PRES
oVNagisixavarigosugave oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugave_ru_IMPH
oVNagisixavarigosugave oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugave_ru_DECL
oVNagisixavarigosugave oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_PUR+rigosugave_ru_RIS
oVNagisixavarigiMwa oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwa_ru_3P
oVNagisixavarigiMwalA oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwalA_ru_INTR
oVNagisixavarigiMwalU oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwalU_ru_INCL
oVNagisixavarigiMwalo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwalo_ru_DUB
oVNagisixavarigiMwalo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwalo_ru_INDF
oVNagisixavarigiMwalo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwalo_ru_PRES
